Date,Close,High,Low,Open,Volume,Stock
2022-10-28,2513.576416015625,2540.555113200162,2507.146805368883,2527.956385534992,43795,OFSS
2022-10-31,2530.910888671875,2540.555305371506,2513.5333319571764,2519.74572363133,64732,OFSS
2022-11-01,2538.296142578125,2541.4674615677113,2527.9998562158144,2530.2590232552184,126806,OFSS
2022-11-02,2589.429443359375,2605.7643875811536,2540.8157753865253,2545.724849851565,184041,OFSS
2022-11-03,2585.2158203125,2601.0728412250533,2579.698361061436,2580.5672389196584,56876,OFSS
2022-11-04,2612.802490234375,2627.4864400513043,2572.0954808736356,2586.649183873258,112898,OFSS
2022-11-07,2626.2265625,2631.8307817257405,2595.555134602251,2625.4444452251105,56218,OFSS
2022-11-09,2630.657958984375,2645.646102018136,2619.0150805515314,2633.5687846567776,58542,OFSS
2022-11-10,2638.347412109375,2649.990289656271,2616.191028441076,2616.191028441076,55235,OFSS
2022-11-11,2675.83935546875,2694.0857887474417,2663.4145729864267,2663.4145729864267,82452,OFSS
2022-11-14,2695.259033203125,2708.161953851725,2677.1863318829865,2689.2203747001217,49664,OFSS
2022-11-15,2694.04248046875,2709.378088155188,2665.3695142508004,2706.423988608319,50639,OFSS
2022-11-16,2677.794189453125,2712.332079197634,2673.753992862655,2693.520961206997,49164,OFSS
2022-11-17,2682.095458984375,2687.308725662315,2666.8031252110727,2667.454783545815,17143,OFSS
2022-11-18,2671.885986328125,2691.7832014487585,2663.3274558556514,2691.7832014487585,38611,OFSS
2022-11-21,2662.545654296875,2677.6205561875063,2645.9500041946917,2665.7169732761886,50953,OFSS
2022-11-22,2680.401123046875,2687.4391182953127,2647.68795771917,2661.155564034584,27919,OFSS
2022-11-23,2655.030029296875,2693.5213608469126,2652.9013209696245,2682.8341207636818,63300,OFSS
2022-11-24,2646.384521484375,2668.32368562046,2638.1301825024816,2668.32368562046,55421,OFSS
2022-11-25,2649.512451171875,2663.588228292793,2640.7367010476582,2658.5921812315037,81318,OFSS
2022-11-28,2687.526123046875,2727.4075309222944,2650.1208897304045,2663.110570970638,133579,OFSS
2022-11-29,2688.916015625,2719.587443596667,2680.487943608856,2693.5211102714593,70957,OFSS
2022-11-30,2700.341796875,2726.538376154009,2687.8733163264587,2706.293482178182,73155,OFSS
2022-12-01,2712.63623046875,2736.9648065267656,2698.777673318514,2714.3739859014654,201602,OFSS
2022-12-02,2796.743896484375,2862.9523422155526,2715.2866029843117,2718.675141542567,539699,OFSS
2022-12-05,2759.555908203125,2815.1640877135155,2745.6538633255273,2813.0353795173073,113358,OFSS
2022-12-06,2722.063720703125,2752.604688503582,2711.1157762952344,2750.0415415886328,89589,OFSS
